   DEPTH     ILD     GR      RHOB     DT
 2484.1500 12.2630 95.3500  2.5390 86.6510
 2484.2000 12.2510 101.2640  2.5370 86.7120
 2484.2500 12.2590 101.2640  2.5370 86.7120
 2484.3000 12.2670 101.2640  2.5360 86.7120
 2484.3500 12.2630 102.6490  2.5360 88.1590
 2484.4000 12.2630 102.6490  2.5350 88.1590
 2484.4500 12.2590 102.6490  2.5350 88.1590
 2484.5000 12.2510 102.6490  2.5340 88.1590
 2484.5500 12.2510 103.1930  2.5340 88.7000
 2484.6000 12.2740 103.1930  2.5350 88.7000
 2484.6500 12.2900 103.1930  2.5360 88.7000
 2484.7000 12.2860 105.6900  2.5360 89.4890
 2484.7500 12.2860 105.6900  2.5340 89.4890
 2484.8000 12.2860 105.6900  2.5320 89.4890
 2484.8500 12.2820 109.2460  2.5300 90.0090
 2484.9000 12.2820 109.2460  2.5290 90.0090
 2484.9500 12.2820 109.2460  2.5290 90.0090
 2485.0000 12.2740 110.8650  2.5300 90.4320
 2485.0500 12.2820 110.8650  2.5310 90.4320
 2485.1000 12.2740 110.8650  2.5330 90.4320
 2485.1500 12.2820 109.2600  2.5360 89.8660
 2485.2000 12.2740 109.2600  2.5390 89.8660
 2485.2500 12.2510 109.2600  2.5400 89.8660
 2485.3000 12.2630 110.4880  2.5400 90.0170
 2485.3500 12.2630 110.4880  2.5370 90.0170
 2485.4000 12.2630 110.4880  2.5340 90.0170
 2485.4500 12.2740 113.7630  2.5300 90.3150
 2485.5000 12.2510 113.7630  2.5260 90.3150
 2485.5500 12.2670 113.7630  2.5220 90.3150
 2485.6000 12.2670 116.4410  2.5180 90.9070
 2485.6500 12.2670 116.4410  2.5140 90.9070
 2485.7000 12.2630 116.4410  2.5120 90.9070
 2485.7500 12.2970 114.3210  2.5110 91.1240
 2485.8000 12.2900 114.3210  2.5110 91.1240
 2485.8500 12.2820 114.3210  2.5130 91.1240
 2485.9000 12.2740 113.7980  2.5140 91.1040
 2485.9500 12.2970 113.7980  2.5140 91.1040
 2486.0000 12.2860 113.7980  2.5140 91.1040
 2486.0500 12.2820 110.7860  2.5140 90.9700
 2486.1000 12.2740 110.7860  2.5140 90.9700
 2486.1500 12.2740 110.7860  2.5150 90.9700
 2486.2000 12.2740 111.0170  2.5160 89.7280
 2486.2500 12.2970 111.0170  2.5190 89.7280
 2486.3000 12.2860 111.0170  2.5220 89.7280
 2486.3500 12.2740 106.2330  2.5270 89.0660
 2486.4000 12.2740 106.2330  2.5300 89.0660
 2486.4500 12.2740 106.2330  2.5330 89.0660
 2486.5000 12.2670 100.7400  2.5350 87.1800
 2486.5500 12.2590 100.7400  2.5360 87.1800
 2486.6000 12.2590 100.7400  2.5370 87.1800
 2486.6500 12.2670 100.2860  2.5390 86.2080
 2486.7000 12.2590 100.2860  2.5390 86.2080
 2486.7500 12.2590 100.2860  2.5370 86.2080
 2486.8000 12.2670 102.5930  2.5330 85.3210
 2486.8500 12.2510 102.5930  2.5300 85.3210
 2486.9000 12.2820 102.5930  2.5270 85.3210
 2486.9500 12.2740 110.3170  2.5260 84.9840
 2487.0000 12.2820 110.3170  2.5260 84.9840
 2487.0500 12.2970 110.3170  2.5260 84.9840
 2487.1000 12.2970 109.4460  2.5270 85.3370
 2487.1500 12.2860 109.4460  2.5270 85.3370
 2487.2000 12.2900 109.4460  2.5280 85.3370
 2487.2500 12.2820 107.1390  2.5280 86.1260
 2487.3000 12.2900 107.1390  2.5280 86.1260
 2487.3500 12.2740 107.1390  2.5280 86.1260
 2487.4000 12.2740 104.8950  2.5290 86.6950
 2487.4500 12.2740 104.8950  2.5290 86.6950
 2487.5000 12.2820 104.8950  2.5290 86.6950
 2487.5500 12.2820 107.3280  2.5260 87.2270
 2487.6000 12.2970 107.3280  2.5230 87.2270
 2487.6500 12.2860 107.3280  2.5230 87.2270
 2487.7000 12.2740 107.3280  2.5210 87.2270
 2487.7500 12.2740 109.7400  2.5190 87.4630
 2487.8000 12.2740 109.7400  2.5190 87.4630
 2487.8500 12.2740 109.7400  2.5180 87.4630
 2487.9000 12.2820 108.8600  2.5190 87.3270
 2487.9500 12.2820 108.8600  2.5190 87.3270
 2488.0000 12.2900 108.8600  2.5210 87.3270
 2488.0500 12.2900 107.5440  2.5250 86.9620
 2488.1000 12.2740 107.5440  2.5300 86.9620
 2488.1500 12.2820 107.5440  2.5360 86.9620
 2488.2000 12.2900 105.3550  2.5410 86.3180
 2488.2500 12.2740 105.3550  2.5450 86.3180
 2488.3000 12.2820 105.3550  2.5500 86.3180
 2488.3500 12.2740 103.2350  2.5520 86.6000
 2488.4000 12.2740 103.2350  2.5550 86.6000
 2488.4500 12.2820 103.2350  2.5560 86.6000
 2488.5000 12.2740 98.3030  2.5560 86.5310
 2488.5500 12.2740 98.3030  2.5540 86.5310
 2488.6000 12.2740 98.3030  2.5510 86.5310
 2488.6500 12.2740 100.5340  2.5460 86.5220
 2488.7000 12.2740 100.5340  2.5410 86.5220
 2488.7500 12.2740 100.5340  2.5370 86.5220
 2488.8000 12.2740 100.8690  2.5340 86.4680
 2488.8500 12.2740 100.8690  2.5320 86.4680
 2488.9000 12.2860 100.8690  2.5320 86.4680
 2488.9500 12.2740 101.9350  2.5310 86.2200
 2489.0000 12.2670 101.9350  2.5310 86.2200
 2489.0500 12.2740 101.9350  2.5320 86.2200
 2489.1000 12.2740 97.4720  2.5330 85.5070
 2489.1500 12.2740 97.4720  2.5360 85.5070
 2489.2000 12.2740 97.4720  2.5390 85.5070
 2489.2500 12.2820 96.4060  2.5400 85.4840
 2489.3000 12.2740 96.4060  2.5400 85.4840
 2489.3500 12.2900 96.4060  2.5390 85.4840
 2489.4000 12.2820 99.4680  2.5380 85.4780
 2489.4500 12.2860 99.4680  2.5370 85.4780
 2489.5000 12.2740 99.4680  2.5360 85.4780
 2489.5500 12.2740 96.5340  2.5350 85.5100
 2489.6000 12.2740 96.5340  2.5320 85.5100
 2489.6500 12.2740 96.5340  2.5300 85.5100
 2489.7000 12.2740 99.6080  2.5270 85.7410
 2489.7500 12.2740 99.6080  2.5250 85.7410
 2489.8000 12.2740 99.6080  2.5220 85.7410
 2489.8500 12.2670 101.3940  2.5200 86.0270
 2489.9000 12.2740 101.3940  2.5180 86.0270
 2489.9500 12.2670 101.3940  2.5170 86.0270
 2490.0000 12.2670 103.7700  2.5170 86.6930
 2490.0500 12.2590 103.7700  2.5190 86.6930
 2490.1000 12.2670 103.7700  2.5220 86.6930
 2490.1500 12.2510 104.9970  2.5260 87.4420
 2490.2000 12.2630 104.9970  2.5290 87.4420
 2490.2500 12.2820 104.9970  2.5300 87.4420
 2490.3000 12.2740 108.3450  2.5310 87.7670
 2490.3500 12.2820 108.3450  2.5320 87.7670
 2490.4000 12.2900 108.3450  2.5340 87.7670
 2490.4500 12.2740 112.1720  2.5350 87.9670
 2490.5000 12.2860 112.1720  2.5340 87.9670
 2490.5500 12.2740 112.1720  2.5300 87.9670
 2490.6000 12.2820 106.7950  2.5250 88.4150
 2490.6500 12.2900 106.7950  2.5210 88.4150
 2490.7000 12.2740 106.7950  2.5180 88.4150
 2490.7500 12.2860 103.6700  2.5150 89.1010
 2490.8000 12.2740 103.6700  2.5150 89.1010
 2490.8500 12.2740 103.6700  2.5120 89.1010
 2490.9000 12.2740 103.6700  2.5090 89.1010
 2490.9500 12.2740 103.9720  2.5050 89.5700
 2491.0000 12.2740 103.9720  2.5020 89.5700
 2491.0500 12.2590 103.9720  2.5030 89.5700
 2491.1000 12.2630 106.1980  2.5030 89.7480
 2491.1500 12.2510 106.1980  2.5040 89.7480
 2491.2000 12.2630 106.1980  2.5050 89.7480
 2491.2500 12.2510 108.7640  2.5050 90.1810
 2491.3000 12.2510 108.7640  2.5040 90.1810
 2491.3500 12.2630 108.7640  2.5030 90.1810
 2491.4000 12.2740 107.8370  2.5030 90.4390
 2491.4500 12.2860 107.8370  2.5020 90.4390
 2491.5000 12.2740 107.8370  2.5010 90.4390
 2491.5500 12.2740 109.5380  2.5010 90.4080
 2491.6000 12.2970 109.5380  2.5010 90.4080
 2491.6500 12.2740 109.5380  2.5020 90.4080
 2491.7000 12.2740 105.9670  2.5060 90.3230
 2491.7500 12.2900 105.9670  2.5100 90.3230
 2491.8000 12.2820 105.9670  2.5150 90.3230
 2491.8500 12.2740 102.0630  2.5200 89.2800
 2491.9000 12.2630 102.0630  2.5260 89.2800
 2491.9500 12.2510 102.0630  2.5310 89.2800
 2492.0000 12.2590 94.4750  2.5370 88.2930
 2492.0500 12.2510 94.4750  2.5430 88.2930
 2492.1000 12.2510 94.4750  2.5500 88.2930
 2492.1500 12.2400 84.8950  2.5550 85.7360
 2492.2000 12.2400 84.8950  2.5610 85.7360
 2492.2500 12.2510 84.8950  2.5650 85.7360
 2492.3000 12.2440 81.3580  2.5690 84.0730
 2492.3500 12.2440 81.3580  2.5720 84.0730
 2492.4000 12.2360 81.3580  2.5740 84.0730
 2492.4500 12.2510 82.6970  2.5760 82.6590
 2492.5000 12.2510 82.6970  2.5770 82.6590
 2492.5500 12.2630 82.6970  2.5770 82.6590
 2492.6000 12.2510 83.6130  2.5770 82.6560
 2492.6500 12.2510 83.6130  2.5770 82.6560
 2492.7000 12.2630 83.6130  2.5760 82.6560
 2492.7500 12.2860 88.8570  2.5760 81.4290
 2492.8000 12.2740 88.8570  2.5770 81.4290
 2492.8500 12.2820 88.8570  2.5770 81.4290
 2492.9000 12.2740 89.9730  2.5750 81.7000
 2492.9500 12.2740 89.9730  2.5740 81.7000
 2493.0000 12.2820 89.9730  2.5710 81.7000
 2493.0500 12.2670 92.1660  2.5690 82.7690
 2493.1000 12.2740 92.1660  2.5660 82.7690
 2493.1500 12.2630 92.1660  2.5620 82.7690
 2493.2000 12.2670 90.6680  2.5580 83.6410
 2493.2500 12.2630 90.6680  2.5550 83.6410
 2493.3000 12.2740 90.6680  2.5540 83.6410
 2493.3500 12.2590 90.1100  2.5540 83.7150
 2493.4000 12.2360 90.1100  2.5550 83.7150
 2493.4500 12.2440 90.1100  2.5550 83.7150
 2493.5000 12.2400 92.9630  2.5550 83.8650
 2493.5500 12.2510 92.9630  2.5540 83.8650
 2493.6000 12.2670 92.9630  2.5530 83.8650
 2493.6500 12.2510 93.3450  2.5530 84.6160
 2493.7000 12.2510 93.3450  2.5530 84.6160
 2493.7500 12.2590 93.3450  2.5520 84.6160
 2493.8000 12.2670 93.7510  2.5470 85.7720
 2493.8500 12.2670 93.7510  2.5410 85.7720
 2493.9000 12.2630 93.7510  2.5350 85.7720
 2493.9500 12.2740 95.8070  2.5300 86.7860
 2494.0000 12.2860 95.8070  2.5300 86.7860
 2494.0500 12.2740 95.8070  2.5280 86.7860
 2494.1000 12.2740 95.8070  2.5290 86.7860
 2494.1500 12.2740 96.7000  2.5300 87.2270
 2494.2000 12.2670 96.7000  2.5320 87.2270
 2494.2500 12.2670 96.7000  2.5330 87.2270
 2494.3000 12.2740 99.8650  2.5360 87.6740
 2494.3500 12.2510 99.8650  2.5400 87.6740
 2494.4000 12.2590 99.8650  2.5430 87.6740
 2494.4500 12.2510 101.4690  2.5450 87.9460
 2494.5000 12.2360 101.4690  2.5450 87.9460
 2494.5500 12.2360 101.4690  2.5440 87.9460
 2494.6000 12.2510 99.6840  2.5410 87.8250
 2494.6500 12.2400 99.6840  2.5370 87.8250
 2494.7000 12.2510 99.6840  2.5330 87.8250
 2494.7500 12.2360 99.9070  2.5300 88.2400
 2494.8000 12.2400 99.9070  2.5280 88.2400
 2494.8500 12.2590 99.9070  2.5270 88.2400
 2494.9000 12.2510 95.9280  2.5260 88.6260
 2494.9500 12.2590 95.9280  2.5270 88.6260
 2495.0000 12.2740 95.9280  2.5270 88.6260
 2495.0500 12.2670 94.8960  2.5270 88.7330
 2495.1000 12.2820 94.8960  2.5270 88.7330
 2495.1500 12.2740 94.8960  2.5260 88.7330
 2495.2000 12.2860 97.0160  2.5250 88.4890
 2495.2500 12.2740 97.0160  2.5260 88.4890
 2495.3000 12.2740 97.0160  2.5280 88.4890
 2495.3500 12.2740 99.9170  2.5300 88.1540
 2495.4000 12.2670 99.9170  2.5310 88.1540
 2495.4500 12.2630 99.9170  2.5340 88.1540
 2495.5000 12.2740 103.5150  2.5370 87.5040
 2495.5500 12.2630 103.5150  2.5420 87.5040
 2495.6000 12.2590 103.5150  2.5480 87.5040
 2495.6500 12.2510 101.7270  2.5530 86.6460
 2495.7000 12.2360 101.7270  2.5590 86.6460
 2495.7500 12.2360 101.7270  2.5630 86.6460
 2495.8000 12.2360 94.0330  2.5660 85.5540
 2495.8500 12.2280 94.0330  2.5700 85.5540
 2495.9000 12.2280 94.0330  2.5740 85.5540
 2495.9500 12.2280 93.2520  2.5770 84.6750
 2496.0000 12.2280 93.2520  2.5780 84.6750
 2496.0500 12.2280 93.2520  2.5760 84.6750
 2496.1000 12.2400 87.1540  2.5730 84.0280
 2496.1500 12.2400 87.1540  2.5690 84.0280
 2496.2000 12.2510 87.1540  2.5660 84.0280
 2496.2500 12.2510 90.5290  2.5640 83.8970
 2496.3000 12.2510 90.5290  2.5610 83.8970
 2496.3500 12.2440 90.5290  2.5560 83.8970
 2496.4000 12.2510 93.0950  2.5490 84.7930
 2496.4500 12.2440 93.0950  2.5420 84.7930
 2496.5000 12.2400 93.0950  2.5330 84.7930
 2496.5500 12.2510 98.9210  2.5240 84.9470
 2496.6000 12.2360 98.9210  2.5140 84.9470
 2496.6500 12.2210 98.9210  2.5020 84.9470
 2496.7000 12.2280 101.1520  2.4870 86.8060
 2496.7500 12.2210 101.1520  2.4680 86.8060
 2496.8000 12.1740 101.1520  2.4470 86.8060
 2496.8500 12.1590 92.7330  2.4270 88.2890
 2496.9000 12.1510 92.7330  2.4060 88.2890
 2496.9500 12.1130 92.7330  2.3870 88.2890
 2497.0000 12.1020 85.8410  2.3670 88.4130
 2497.0500 12.1050 85.8410  2.3480 88.4130
 2497.1000 12.1050 85.8410  2.3300 88.4130
 2497.1500 12.1050 85.8410  2.3300 88.4130
 2497.2000 12.1210 75.3060  2.3140 89.0650
 2497.2500 12.1360 75.3060  2.3020 89.0650
 2497.3000 12.1440 75.3060  2.2930 89.0650
 2497.3500 12.1590 68.9840  2.2850 88.1820
 2497.4000 12.1440 68.9840  2.2790 88.1820
 2497.4500 12.1360 68.9840  2.2750 88.1820
 2497.5000 12.1510 63.6340  2.2730 87.9760
 2497.5500 12.1360 63.6340  2.2740 87.9760
 2497.6000 12.1440 63.6340  2.2760 87.9760
 2497.6500 12.1440 62.2940  2.2790 87.6840
 2497.7000 12.1360 62.2940  2.2810 87.6840
 2497.7500 12.1360 62.2940  2.2830 87.6840
 2497.8000 12.1360 66.3220  2.2850 86.8410
 2497.8500 12.1360 66.3220  2.2870 86.8410
 2497.9000 12.1360 66.3220  2.2900 86.8410
 2497.9500 12.1360 66.6540  2.2920 86.5830
 2498.0000 12.1360 66.6540  2.2910 86.5830
 2498.0500 12.1280 66.6540  2.2900 86.5830
 2498.1000 12.1280 67.2590  2.2870 86.1980
 2498.1500 12.1360 67.2590  2.2840 86.1980
 2498.2000 12.1360 67.2590  2.2820 86.1980
 2498.2500 12.1360 62.1020  2.2790 86.3980
 2498.3000 12.1360 62.1020  2.2770 86.3980
 2498.3500 12.1280 62.1020  2.2750 86.3980
 2498.4000 12.1210 59.6710  2.2730 86.5010
 2498.4500 12.1250 59.6710  2.2710 86.5010
 2498.5000 12.1360 59.6710  2.2690 86.5010
 2498.5500 12.1360 62.3490  2.2670 86.5620
 2498.6000 12.1480 62.3490  2.2680 86.5620
 2498.6500 12.1480 62.3490  2.2690 86.5620
 2498.7000 12.1480 64.1270  2.2710 87.1160
 2498.7500 12.1590 64.1270  2.2730 87.1160
 2498.8000 12.1360 64.1270  2.2750 87.1160
 2498.8500 12.1440 66.0240  2.2770 87.0330
 2498.9000 12.1360 66.0240  2.2810 87.0330
 2498.9500 12.1360 66.0240  2.2850 87.0330
 2499.0000 12.1360 64.0160  2.2890 87.2780
 2499.0500 12.1360 64.0160  2.2900 87.2780
 2499.1000 12.1360 64.0160  2.2890 87.2780
 2499.1500 12.1360 66.4000  2.2870 87.2540
 2499.2000 12.1360 66.4000  2.2850 87.2540
 2499.2500 12.1130 66.4000  2.2830 87.2540
 2499.3000 12.1130 66.7350  2.2830 87.1890
 2499.3500 12.1280 66.7350  2.2810 87.1890
 2499.4000 12.1130 66.7350  2.2790 87.1890
 2499.4500 12.0900 68.4080  2.2770 87.1190
 2499.5000 12.1130 68.4080  2.2760 87.1190
 2499.5500 12.0980 68.4080  2.2780 87.1190
 2499.6000 12.1130 68.7440  2.2820 87.5340
 2499.6500 12.1360 68.7440  2.2850 87.5340
 2499.7000 12.1360 68.7440  2.2870 87.5340
 2499.7500 12.1440 68.1260  2.2890 87.6100
 2499.8000 12.1510 68.1260  2.2900 87.6100
 2499.8500 12.1590 68.1260  2.2940 87.6100
 2499.9000 12.1510 65.0020  2.2970 87.7990
 2499.9500 12.1360 65.0020  2.2980 87.7990
 2500.0000 12.1440 65.0020  2.2990 87.7990
 2500.0500 12.1440 64.5460  2.2980 88.0400
 2500.1000 12.1360 64.5460  2.2990 88.0400
 2500.1500 12.1590 64.5460  2.3010 88.0400
 2500.2000 12.1590 69.4610  2.3040 88.1800
 2500.2500 12.1590 69.4610  2.3060 88.1800
 2500.3000 12.1360 69.4610  2.3070 88.1800
 2500.3500 12.1360 69.4610  2.3070 88.1800
 2500.4000 12.1510 71.4470  2.3090 88.2190
 2500.4500 12.1360 71.4470  2.3110 88.2190
 2500.5000 12.1360 71.4470  2.3120 88.2190
 2500.5500 12.1280 71.3350  2.3130 88.2200
 2500.6000 12.1210 71.3350  2.3120 88.2200
 2500.6500 12.1210 71.3350  2.3100 88.2200
 2500.7000 12.1280 68.0420  2.3080 87.9950
 2500.7500 12.1360 68.0420  2.3050 87.9950
 2500.8000 12.1360 68.0420  2.3030 87.9950
 2500.8500 12.1440 66.3910  2.3020 87.7450
 2500.9000 12.1360 66.3910  2.3000 87.7450
 2500.9500 12.1360 66.3910  2.3000 87.7450
 2501.0000 12.1590 65.8080  2.3000 87.4830
 2501.0500 12.1670 65.8080  2.3010 87.4830
 2501.1000 12.1710 65.8080  2.3030 87.4830
 2501.1500 12.1670 64.1340  2.3060 87.3310
 2501.2000 12.1670 64.1340  2.3100 87.3310
 2501.2500 12.1590 64.1340  2.3130 87.3310
 2501.3000 12.1710 64.0600  2.3160 87.2020
 2501.3500 12.1590 64.0600  2.3180 87.2020
 2501.4000 12.1510 64.0600  2.3210 87.2020
 2501.4500 12.1670 63.0810  2.3230 86.8760
 2501.5000 12.1590 63.0810  2.3240 86.8760
 2501.5500 12.1510 63.0810  2.3240 86.8760
 2501.6000 12.1360 64.5320  2.3240 87.3580
 2501.6500 12.1360 64.5320  2.3230 87.3580
 2501.7000 12.1480 64.5320  2.3220 87.3580
 2501.7500 12.1360 64.4070  2.3190 86.3160
 2501.8000 12.1440 64.4070  2.3180 86.3160
 2501.8500 12.1510 64.4070  2.3170 86.3160
 2501.9000 12.1440 65.5230  2.3170 86.4430
 2501.9500 12.1440 65.5230  2.3180 86.4430
 2502.0000 12.1440 65.5230  2.3180 86.4430
 2502.0500 12.1440 63.7380  2.3180 86.2480
 2502.1000 12.1360 63.7380  2.3160 86.2480
 2502.1500 12.1510 63.7380  2.3150 86.2480
 2502.2000 12.1670 64.0480  2.3150 86.1800
 2502.2500 12.1590 64.0480  2.3160 86.1800
 2502.3000 12.1440 64.0480  2.3170 86.1800
 2502.3500 12.1510 66.2120  2.3180 86.5130
 2502.4000 12.1440 66.2120  2.3180 86.5130
 2502.4500 12.1510 66.2120  2.3190 86.5130
 2502.5000 12.1590 66.5470  2.3200 86.2120
 2502.5500 12.1670 66.5470  2.3220 86.2120
 2502.6000 12.1590 66.5470  2.3260 86.2120
 2502.6500 12.1590 70.0220  2.3310 86.2880
 2502.7000 12.1480 70.0220  2.3350 86.2880
 2502.7500 12.1440 70.0220  2.3370 86.2880
 2502.8000 12.1440 66.9650  2.3390 86.7750
 2502.8500 12.1510 66.9650  2.3420 86.7750
 2502.9000 12.1360 66.9650  2.3460 86.7750
 2502.9500 12.1360 70.3410  2.3510 87.4020
 2503.0000 12.1360 70.3410  2.3560 87.4020
 2503.0500 12.1590 70.3410  2.3590 87.4020
 2503.1000 12.1480 72.6680  2.3610 87.0080
 2503.1500 12.1590 72.6680  2.3620 87.0080
 2503.2000 12.1590 72.6680  2.3630 87.0080
 2503.2500 12.1710 78.0240  2.3650 86.8850
 2503.3000 12.1590 78.0240  2.3660 86.8850
 2503.3500 12.1480 78.0240  2.3660 86.8850
 2503.4000 12.1480 76.1640  2.3630 86.7810
 2503.4500 12.1360 76.1640  2.3610 86.7810
 2503.5000 12.1360 76.1640  2.3610 86.7810
 2503.5500 12.1590 76.1640  2.3590 86.7810
 2503.6000 12.1590 73.2630  2.3580 87.2570
 2503.6500 12.1740 73.2630  2.3580 87.2570
 2503.7000 12.1710 73.2630  2.3580 87.2570
 2503.7500 12.1590 68.9110  2.3580 86.8160
 2503.8000 12.1590 68.9110  2.3590 86.8160
 2503.8500 12.1710 68.9110  2.3610 86.8160
 2503.9000 12.1740 73.6160  2.3620 86.5550
 2503.9500 12.1820 73.6160  2.3630 86.5550
 2504.0000 12.1740 73.6160  2.3610 86.5550
 2504.0500 12.1710 74.4230  2.3600 86.3250
 2504.1000 12.1590 74.4230  2.3600 86.3250
 2504.1500 12.1710 74.4230  2.3600 86.3250
 2504.2000 12.1590 76.6550  2.3610 86.2800
 2504.2500 12.1590 76.6550  2.3600 86.2800
 2504.3000 12.1510 76.6550  2.3590 86.2800
 2504.3500 12.1590 71.8240  2.3570 86.0170
 2504.4000 12.1590 71.8240  2.3550 86.0170
 2504.4500 12.1590 71.8240  2.3520 86.0170
 2504.5000 12.1360 70.2360  2.3490 86.0540
 2504.5500 12.1440 70.2360  2.3450 86.0540
 2504.6000 12.1440 70.2360  2.3400 86.0540
 2504.6500 12.1590 69.4550  2.3340 86.3530
 2504.7000 12.1480 69.4550  2.3290 86.3530
 2504.7500 12.1590 69.4550  2.3240 86.3530
 2504.8000 12.1590 70.5220  2.3200 86.9000
 2504.8500 12.1590 70.5220  2.3170 86.9000
 2504.9000 12.1670 70.5220  2.3150 86.9000
 2504.9500 12.1590 70.1870  2.3120 87.0970
 2505.0000 12.1670 70.1870  2.3100 87.0970
 2505.0500 12.1820 70.1870  2.3090 87.0970
 2505.1000 12.1740 69.6060  2.3100 87.3590
 2505.1500 12.1740 69.6060  2.3130 87.3590
 2505.2000 12.1740 69.6060  2.3160 87.3590
 2505.2500 12.1710 67.3720  2.3200 87.4740
 2505.3000 12.1820 67.3720  2.3250 87.4740
 2505.3500 12.1820 67.3720  2.3300 87.4740
 2505.4000 12.1740 66.2590  2.3340 87.4360
 2505.4500 12.1740 66.2590  2.3370 87.4360
 2505.5000 12.1710 66.2590  2.3370 87.4360
 2505.5500 12.1820 67.2860  2.3370 86.9070
 2505.6000 12.1590 67.2860  2.3350 86.9070
 2505.6500 12.1510 67.2860  2.3330 86.9070
 2505.7000 12.1360 67.3040  2.3310 86.8740
 2505.7500 12.1360 67.3040  2.3290 86.8740
 2505.8000 12.1360 67.3040  2.3300 86.8740
 2505.8500 12.1360 69.4220  2.3330 87.6100
 2505.9000 12.1360 69.4220  2.3370 87.6100
 2505.9500 12.1360 69.4220  2.3410 87.6100
 2506.0000 12.1590 68.2180  2.3450 87.8130
 2506.0500 12.1480 68.2180  2.3460 87.8130
 2506.1000 12.1480 68.2180  2.3470 87.8130
 2506.1500 12.1670 68.3110  2.3460 88.1320
 2506.2000 12.1590 68.3110  2.3420 88.1320
 2506.2500 12.1590 68.3110  2.3360 88.1320
 2506.3000 12.1670 66.1730  2.3270 88.4800
 2506.3500 12.1740 66.1730  2.3170 88.4800
 2506.4000 12.1670 66.1730  2.3080 88.4800
 2506.4500 12.1740 64.2530  2.2990 88.9760
 2506.5000 12.1670 64.2530  2.2910 88.9760
 2506.5500 12.1820 64.2530  2.2830 88.9760
 2506.6000 12.1740 61.7980  2.2770 88.8130
 2506.6500 12.1590 61.7980  2.2730 88.8130
 2506.7000 12.1590 61.7980  2.2730 88.8130
 2506.7500 12.1590 61.7980  2.2720 88.8130
 2506.8000 12.1590 59.8070  2.2710 89.0190
 2506.8500 12.1480 59.8070  2.2720 89.0190
 2506.9000 12.1360 59.8070  2.2720 89.0190
 2506.9500 12.1360 57.0180  2.2730 89.0170
 2507.0000 12.1360 57.0180  2.2750 89.0170
 2507.0500 12.1360 57.0180  2.2760 89.0170
 2507.1000 12.1360 57.2890  2.2770 89.0690
 2507.1500 12.1360 57.2890  2.2770 89.0690
 2507.2000 12.1360 57.2890  2.2760 89.0690
 2507.2500 12.1360 55.8390  2.2750 88.9820
 2507.3000 12.1510 55.8390  2.2730 88.9820
 2507.3500 12.1510 55.8390  2.2710 88.9820
 2507.4000 12.1590 57.5160  2.2680 88.2120
 2507.4500 12.1360 57.5160  2.2660 88.2120
 2507.5000 12.1360 57.5160  2.2640 88.2120
 2507.5500 12.1590 55.9050  2.2630 88.3660
 2507.6000 12.1670 55.9050  2.2640 88.3660
 2507.6500 12.1590 55.9050  2.2680 88.3660
 2507.7000 12.1710 55.9980  2.2740 88.3100
 2507.7500 12.1590 55.9980  2.2820 88.3100
 2507.8000 12.1480 55.9980  2.2890 88.3100
 2507.8500 12.1590 55.9120  2.2950 87.6830
 2507.9000 12.1480 55.9120  2.3010 87.6830
 2507.9500 12.1480 55.9120  2.3060 87.6830
 2508.0000 12.1440 58.9250  2.3080 87.5380
 2508.0500 12.1360 58.9250  2.3080 87.5380
 2508.1000 12.1360 58.9250  2.3040 87.5380
 2508.1500 12.1360 59.7450  2.2980 86.5090
 2508.2000 12.1280 59.7450  2.2900 86.5090
 2508.2500 12.1360 59.7450  2.2820 86.5090
 2508.3000 12.1360 59.4930  2.2750 86.6160
 2508.3500 12.1360 59.4930  2.2680 86.6160
 2508.4000 12.1360 59.4930  2.2630 86.6160
 2508.4500 12.1510 59.8010  2.2590 86.5450
 2508.5000 12.1360 59.8010  2.2580 86.5450
 2508.5500 12.1440 59.8010  2.2590 86.5450
 2508.6000 12.1360 61.6570  2.2610 86.8720
 2508.6500 12.1360 61.6570  2.2630 86.8720
 2508.7000 12.1590 61.6570  2.2650 86.8720
 2508.7500 12.1670 63.3540  2.2670 86.9260
 2508.8000 12.1670 63.3540  2.2680 86.9260
 2508.8500 12.1740 63.3540  2.2700 86.9260
 2508.9000 12.1590 62.8230  2.2730 86.8170
 2508.9500 12.1710 62.8230  2.2750 86.8170
 2509.0000 12.1710 62.8230  2.2770 86.8170
 2509.0500 12.1590 62.5540  2.2770 86.4050
 2509.1000 12.1670 62.5540  2.2780 86.4050
 2509.1500 12.1480 62.5540  2.2790 86.4050
 2509.2000 12.1480 62.6420  2.2800 86.2920
 2509.2500 12.1360 62.6420  2.2820 86.2920
 2509.3000 12.1250 62.6420  2.2820 86.2920
 2509.3500 12.1440 61.3760  2.2810 86.0930
 2509.4000 12.1480 61.3760  2.2800 86.0930
 2509.4500 12.1360 61.3760  2.2770 86.0930
 2509.5000 12.1360 62.6700  2.2750 85.9090
 2509.5500 12.1360 62.6700  2.2740 85.9090
 2509.6000 12.1510 62.6700  2.2730 85.9090
 2509.6500 12.1510 61.8890  2.2720 85.9560
 2509.7000 12.1590 61.8890  2.2700 85.9560
 2509.7500 12.1510 61.8890  2.2690 85.9560
 2509.8000 12.1670 62.5770  2.2680 86.3270
 2509.8500 12.1590 62.5770  2.2680 86.3270
 2509.9000 12.1590 62.5770  2.2680 86.3270
 2509.9500 12.1590 62.5770  2.2690 86.3270
