   DEPTH        DT         GR         ILD       NPHI        RHOB
  3039.200    79.7422    42.9844     2.2283    18.6875     2.5045 
  3039.400    79.4961    44.7266     2.2925    18.5781     2.5073 
  3039.600    80.7031    48.4961     2.4097    19.4023     2.5084 
  3039.800    81.9375    52.3672     2.5557    21.1133     2.5138 
  3040.000    81.5117    55.6445     2.6560    21.7305     2.5238 
  3040.200    78.9141    56.5427     2.6719    18.3750     2.5278 
  3040.400    75.7969    53.7891     2.6616    13.1484     2.5222 
  3040.600    75.3047    51.3945     2.6783    12.3711     2.5150 
  3040.800    77.5742    51.4062     2.6519    15.6836     2.5122 
  3041.000    80.1328    51.2461     2.5142    18.0647     2.5195 
  3041.200    80.9609    50.3669     2.3376    18.3633     2.5298 
  3041.400    81.6016    51.1016     2.2375    19.5000     2.5293 
  3041.600    82.5083    53.0664     2.2217    21.1328     2.5175 
  3041.800    82.2383    51.6875     2.2480    21.3047     2.5081 
  3042.000    80.2617    45.0625     2.2691    20.1875     2.5139 
  3042.200    77.4688    36.2500     2.2690    18.8750     2.5342 
  3042.400    75.8877    31.4961     2.2547    18.3223     2.5513 
  3042.600    76.5547    33.3125     2.2427    18.5117     2.5497 
  3042.800    79.2109    39.1875     2.2351    19.7148     2.5295 
  3043.000    82.0703    44.0234     2.2185    20.9282     2.5024 
  3043.200    83.1091    45.1211     2.1770    20.3398     2.4846 
  3043.400    82.2305    44.1484     2.1218    19.0469     2.4841 
  3043.600    81.1841    43.2344     2.0811    18.2734     2.5010 
  3043.800    81.6914    44.2227     2.0722    18.4023     2.5225 
  3044.000    83.1367    46.8047     2.0850    19.2930     2.5294 
  3044.200    84.1094    48.3828     2.0995    19.8320     2.5169 
  3044.400    83.2773    46.7109     2.0975    19.5547     2.5137 
  3044.600    81.1133    43.0430     2.0750    19.2305     2.5393 
  3044.800    78.8281    40.0117     2.0505    18.4023     2.5745 
  3045.000    78.3867    41.6250     2.0417    17.7812     2.5839 
  3045.200    80.0312    46.9375     2.0269    19.1445     2.5669 
  3045.400    82.3398    52.4375     1.9800    20.7305     2.5378 
  3045.600    83.4480    54.3477     1.9067    20.1484     2.5199 
  3045.800    83.5217    53.2969     1.8499    19.2852     2.5180 
  3046.000    83.6562    53.1211     1.8270    19.4922     2.5215 
  3046.200    84.3086    55.5859     1.8341    20.5781     2.5290 
  3046.400    84.7896    57.6289     1.8430    21.2773     2.5388 
  3046.600    84.5508    56.8516     1.8395    20.7578     2.5417 
  3046.800    83.8477    54.4805     1.8331    19.7461     2.5377 
  3047.000    83.5793    53.9219     1.8423    19.6914     2.5314 
  3047.200    83.9219    54.0820     1.8623    20.3281     2.5284 
  3047.400    84.2664    51.9844     1.8722    20.1758     2.5359 
  3047.600    84.0078    49.7773     1.8671    19.1875     2.5407 
  3047.800    83.5430    50.8555     1.8652    19.5938     2.5352 
  3048.000    83.5083    53.3320     1.8653    20.6294     2.5332 
  3048.200    83.7725    53.5586     1.8528    20.2539     2.5373 
  3048.400    84.0859    53.0342     1.8320    19.9189     2.5321 
  3048.600    84.5391    54.0781     1.8142    20.1641     2.5223 
  3048.800    85.0664    57.0664     1.8167    19.7695     2.5268 
  3049.000    85.3958    59.2734     1.8455    19.5596     2.5382 
  3049.200    84.9766    57.9141     1.8965    19.8003     2.5382 
  3049.400    83.4336    53.1875     1.9661    19.0156     2.5349 
  3049.600    81.3984    49.5586     2.0430    17.9883     2.5449 
  3049.800    79.8438    48.5112     2.1191    17.5713     2.5578 
  3050.000    79.1082    49.1133     2.1785    17.5369     2.5626 
  3050.200    78.9924    49.5443     2.1990    17.5637     2.5627 
  3050.400    79.4297    49.4397     2.1887    17.8164     2.5620 
  3050.600    80.2266    50.2266     2.1631    17.8389     2.5620 
  3050.800    80.8125    52.5625     2.1230    18.1328     2.5573 
  3051.000    81.2812    53.7439     2.0623    18.8906     2.5452 
  3051.200    81.6016    53.0215     1.9749    19.2993     2.5338 
  3051.400    81.7539    53.7656     1.8696    19.6445     2.5382 
  3051.600    82.5117    57.6875     1.7676    19.9631     2.5486 
  3051.800    84.3555    62.4375     1.6829    19.8352     2.5420 
  3052.000    86.8086    64.2866     1.6326    20.4180     2.5200 
  3052.200    88.8047    63.5977     1.6025    22.6953     2.5023 
  3052.400    89.3564    61.6055     1.5769    24.8750     2.4876 
  3052.600    87.9766    58.5781     1.5649    24.2812     2.4888 
  3052.800    86.3867    56.3945     1.5950    22.0234     2.5095 
  3053.000    85.8411    56.7695     1.6633    20.9609     2.5270 
  3053.200    86.1650    58.0547     1.7319    21.1184     2.5341 
  3053.400    85.8828    57.4883     1.7720    20.7227     2.5437 
  3053.600    84.6953    55.4883     1.7939    19.7617     2.5552 
  3053.800    83.3594    53.1445     1.8193    19.3167     2.5559 
  3054.000    82.8613    52.0547     1.8596    19.3606     2.5446 
  3054.200    83.1172    53.2266     1.8989    19.2907     2.5396 
  3054.400    83.4297    55.4727     1.9238    19.7266     2.5456 
  3054.600    83.2969    57.3125     1.9255    19.9414     2.5511 
  3054.800    82.8945    57.9900     1.9261    19.3711     2.5521 
  3055.000    82.5234    56.0547     1.9480    19.0061     2.5547 
  3055.200    82.5403    52.6484     2.0005    19.0515     2.5658 
  3055.400    82.6990    50.6914     2.0706    19.2168     2.5742 
  3055.600    82.3945    49.1641     2.1348    19.3337     2.5692 
  3055.800    81.1055    46.6328     2.1661    19.6731     2.5575 
  3056.000    79.5742    44.9375     2.1688    18.9414     2.5541 
  3056.200    78.9941    46.0000     2.1550    17.0312     2.5579 
  3056.400    79.8281    49.4023     2.1167    16.1055     2.5545 
  3056.600    81.4922    53.0312     2.0410    17.1836     2.5439 
  3056.800    83.0039    56.0820     1.9392    18.5312     2.5385 
  3057.000    84.2148    58.3047     1.8352    19.1821     2.5395 
  3057.200    85.1914    58.3203     1.7490    19.3215     2.5457 
  3057.400    85.9766    56.5742     1.6882    19.7305     2.5541 
  3057.600    86.4844    54.9336     1.6602    20.3945     2.5541 
  3057.800    86.6352    55.7734     1.6750    20.7256     2.5330 
  3058.000    86.5000    58.0664     1.7170    20.9141     2.5162 
  3058.200    85.7812    57.8828     1.7642    21.5898     2.5191 
  3058.400    84.1875    53.1875     1.8008    22.2344     2.5276 
  3058.600    82.6211    50.0430     1.8311    21.0859     2.5321 
  3058.800    82.1082    51.1719     1.8650    18.8672     2.5372 
  3059.000    82.8594    52.4648     1.9011    18.4258     2.5389 
  3059.200    83.7656    51.0977     1.9272    19.7500     2.5392 
  3059.400    83.9258    49.8867     1.9495    20.6445     2.5423 
  3059.600    83.1016    50.0234     1.9875    20.3047     2.5488 
  3059.800    81.6016    49.4180     2.0459    19.7461     2.5594 
  3060.000    79.9961    48.0117     2.1116    19.5835     2.5769 
  3060.200    78.5195    46.4922     2.1753    19.0508     2.5993 
  3060.400    77.7827    44.8203     2.2288    17.9180     2.6062 
  3060.600    78.1406    44.2617     2.2617    17.4556     2.5923 
  3060.800    78.9258    46.0000     2.2619    17.8438     2.5715 
  3061.000    79.2832    47.8750     2.2153    17.9937     2.5575 
  3061.200    79.5273    48.0547     2.1516    17.8457     2.5449 
  3061.400    80.4102    48.7812     2.1023    18.0312     2.5315 
  3061.600    81.9375    51.4141     2.0720    18.6914     2.5234 
  3061.800    82.8672    52.0977     2.0400    19.6641     2.5182 
  3062.000    82.8870    49.5234     2.0056    20.0994     2.5105 
  3062.200    82.6309    47.3906     1.9915    19.4258     2.5033 
  3062.400    82.6089    48.6836     2.0190    18.9690     2.5047 
  3062.600    82.6391    51.2734     2.0754    19.4297     2.5143 
  3062.800    82.4570    51.4297     2.1541    20.1211     2.5232 
  3063.000    81.4609    47.7500     2.2520    20.2461     2.5254 
  3063.200    79.5625    42.1250     2.3523    19.2422     2.5278 
  3063.400    77.6875    37.2812     2.4512    16.9453     2.5315 
  3063.600    76.7852    35.9336     2.5496    15.5781     2.5281 
  3063.800    76.7930    36.5977     2.6274    15.5742     2.5230 
  3064.000    77.1250    36.9883     2.6606    15.7583     2.5275 
  3064.200    77.0342    36.3750     2.6289    15.9023     2.5365 
  3064.400    76.9189    36.2812     2.5557    16.1797     2.5433 
  3064.600    77.1797    37.5508     2.4587    16.3728     2.5497 
  3064.800    77.9492    39.3477     2.3708    16.6992     2.5460 
  3065.000    79.3711    41.5039     2.3191    17.0486     2.5365 
  3065.200    81.0078    44.8477     2.2913    17.3711     2.5267 
  3065.400    81.2891    46.8008     2.2620    18.4922     2.5195 
  3065.600    79.8086    44.8086     2.2285    19.1245     2.5189 
  3065.800    78.0039    41.0391     2.2154    17.8945     2.5232 
  3066.000    77.4688    38.8711     2.2388    15.9102     2.5274 
  3066.200    78.4961    40.5234     2.2737    15.5039     2.5215 
  3066.400    79.7852    43.8945     2.2875    16.3477     2.5150 
  3066.600    80.2266    45.4922     2.2673    17.6367     2.5231 
  3066.800    79.7227    45.1946     2.2222    18.9453     2.5374 
  3067.000    79.2744    46.7773     2.1907    18.8750     2.5447 
